Question,Answers,Comment,Freq,Instructions,Render as
__囁__く,ささや,"［囁］一級
音: ショウ／ジョウ／ニョウ 訓: ささや・く
意味: 小声で話す、もごもごと小さな声で話す、口を耳に近づけひそひそと小声で話すのは「聶」。
話がしどろもどろになる、言い掛けて口籠(くちごも)る。
次から次へとよく喋(しゃべ)るさま、我先(われさき)にと喋るさま、同「讘」。",囁 → JPDB Kanji Freq: 1638,漢字の読みを入力してください,Text
__狐__，__狐__火，__狐__の嫁入り,きつね,"［狐］準一級
音: コ／グ／ゴ 訓: きつね
意味: 狐(キツネ)、イヌ科キツネ属の哺乳類の総称。
狡賢(ずるがしこ)い、誑(たぶら)かす、こそこそと悪事を企(たくら)むたくらむ。",狐 → JPDB Kanji Freq: 1666,漢字の読みを入力してください,Text
目映い・__眩__い,まばゆ,"［眩］一級
音: ケン／ゲン 訓: まぶ・しい／まばゆ・い／くら・む
意味: 光が強くちかちかしてはっきりと見えない、同「炫」。
人を惑(まど)わす、はっきりと見えなくする。",眩 → JPDB Kanji Freq: 1676,漢字の読みを入力してください,Text
__眩__めく，目__眩__まし,くら,"［眩］一級
音: ケン／ゲン 訓: まぶ・しい／まばゆ・い／くら・む
意味: 光が強くちかちかしてはっきりと見えない、同「炫」。
人を惑(まど)わす、はっきりと見えなくする。",眩 → JPDB Kanji Freq: 1676,漢字の読みを入力してください,Text
__眩__しい,まぶ,"［眩］一級
音: ケン／ゲン 訓: まぶ・しい／まばゆ・い／くら・む
意味: 光が強くちかちかしてはっきりと見えない、同「炫」。
人を惑(まど)わす、はっきりと見えなくする。",眩 → JPDB Kanji Freq: 1676,漢字の読みを入力してください,Text
紅__蓮__，__蓮__華，金__蓮__花,れん,"［蓮］準一級
音: レン 訓: はす／はちす
意味: 蓮(ハス)、ハス科ハス属の水草、本来は実と実を包む部分(花托カタクという)を指す、ハス全体を「荷」、根茎は「藕」。",蓮 → JPDB Kanji Freq: 1677,漢字の読みを入力してください,Text
__其__方，__其__処,そ,"［其］準一級
音: キ／ゴ／ギ 訓: そ・れ／そ・の
意味: 人(その人)や事柄(そのこと、それ)や物(それ)などを指す語、that、it。",其 → JPDB Kanji Freq: 1698,漢字の読みを入力してください,Text
__凪__ぐ，__凪__ (和ぎ),な,"［凪］準一級
音: な・ぐ／なぎ 訓: 
意味: 日な・ぐ、なぎ、風が止んで波が穏(おだ)やかになる。",凪 → JPDB Kanji Freq: 1703,漢字の読みを入力してください,Text
安__堵__,ど,"［堵］準一級
音: ト／ツ 訓: 
意味: 土を壁状に盛った垣(かき)、またそれで囲う、同「𩫭」。
垣や壁の大きさの単位、長さ一丈(10尺＝2m～3m)×幅2尺(0.4m～0.6cm)の板を五枚並べた一丈四方の広さを「一堵」という。
塞(ふさ)ぐ、閉(と)ざす、遮(さえぎ)る、同「杜」。
安堵(アンド)、周りを囲ったところ(外から脅かされることのないところ)に安心して住む。",堵 → JPDB Kanji Freq: 1710,漢字の読みを入力してください,Text
"__瑞__々しい
①若く生き生きとしたようすだ。 
「━はだ・━感性」",みず,"［瑞］準一級
音: スイ／ズイ 訓: みず
意味: 君主が領主などに信任の印として与える玉ギョク(美しく高貴な石)、圭・璧・璋・琮の総称{礼器(圭)}{礼器(円形)}。
吉祥(キチジョウ、キッショウ)、めでたい兆し。",瑞 → JPDB Kanji Freq: 1716,漢字の読みを入力してください,Text
灰仭__巫__覡 (漫画)，__巫__覡，__巫__蠱，__巫__術，__巫__女,フ,"［巫］一級
音: ブ／ム／フ 訓: 
意味: 舞いながら祈祷し神意シンイ(神の心、神の意志・考え)を問い伺い、それを人に伝える女性、男性は、覡(ケキ・ゲキ)、周代(前11世紀～前256年)では、男性は「覡」以外に、巫(フ・ブ)の名も用いられたが、女性は「巫」のみだったという。
災(わざわ)いや穢(けが)れや病(やまい)を祓(はら)う祈祷師",巫 → JPDB Kanji Freq: 1723,漢字の読みを入力してください,Text
__逢__い引き，__逢__う,あ,"［逢］準一級
音: ホウ／ブ 訓: あ・う
意味: 決めておいた場所(互いに都合の良い場所)にそれぞれが出向いて会う、同「夆」。
別々の場所・方向から来た人が出会う、偶然に出会う、同「夆」。
相手の主張や行動に合わせる、迎合ゲイゴウする、相手に取り入る。
縫(ぬ)い合わせる、同「縫」。",逢 → JPDB Kanji Freq: 1727,漢字の読みを入力してください,Text
__茜__色，__茜__雲，__茜__,あかね,"［茜］準一級
音: セン 訓: あかね
意味: 茜(アカネ)、アカネ科の草、別名、茅蒐(ボウシュウ)、同「蒨」{アカネ}。
茜(アカネ)の根から作った染料、やや橙(だいだい)色がかった濃い赤色、同「蒨」。",茜 → JPDB Kanji Freq: 1734,漢字の読みを入力してください,Text
__痺__れる，__痺__れ，__痺__れ鰻，__痺__れ薬,しび,"［痺］一級
音: ヒ 訓: しび・れる
意味: 筋肉や関節が痛んだり麻痺マヒ(感覚がなくなる)したりする、同「痹」。
雌のウズラ鶉、キジ科のウズラ属・ヤマウズラ属など、またミフウズラ科・ナンベイウズラ科などに属する鳥の称、雄は、鶛(カイ)。",痺 → JPDB Kanji Freq: 1735,漢字の読みを入力してください,Text
__彦__星，岡本信__彦__，山__彦__,"ひこ,びこ","［彦］準一級
音: ゲン 訓: ひこ
意味: 容貌や才学に秀でた人(特に男子)を指す語、美男子。",彦 → JPDB Kanji Freq: 1740,漢字の読みを入力してください,Text
"__絆__される，__絆__す
〔人情に〕からまれる。情にひかされる。
「相手の情にほだされて結婚した・熱意に━」",ほだ,"［絆］一級
音: ハン／バン 訓: きずな／ほだ・す
意味: 馬を制御セイギョするために足に絡(から)める紐(ひも)・縄(なわ)・綱(つな)、首は「羈」。
ほだ・す、自由に動けなくする、ほだ・される、身動きが思うようにできなくなる、羈絆(キハン)。",絆 → JPDB Kanji Freq: 1743,漢字の読みを入力してください,Text
__絆__（木綱）,きずな,"［絆］一級
音: ハン／バン 訓: きずな／ほだ・す
意味: 馬を制御セイギョするために足に絡(から)める紐(ひも)・縄(なわ)・綱(つな)、首は「羈」。
ほだ・す、自由に動けなくする、ほだ・される、身動きが思うようにできなくなる、羈絆(キハン)。",絆 → JPDB Kanji Freq: 1743,漢字の読みを入力してください,Text
__楓__,かえで,"［楓］準一級
音: ホウ／フウ 訓: かえで
意味: 楓(フウ)、楓香(フウコウ)、フウ科フウ属の木。
日カエデ槭樹・楓、ムクロジ科カエデ属の木、また同属の木の称{カエデ}",楓 → JPDB Kanji Freq: 1747,漢字の読みを入力してください,Text
__捧__げる，__捧__げ物，__捧__げ銃，__捧__ぐ,ささ,"［捧］準一級
音: ホウ／フ 訓: ささ・げる
意味: 両手で持つ、両掌(てのひら)に載(の)せて持つ、同「奉」。
日(神仏や大切な人などに)謹(つつし)んで差し上げる。",捧 → JPDB Kanji Freq: 1751,漢字の読みを入力してください,Text
__牢__記，__牢__獄，__牢__屋,ろう,"［牢］準一級
音: ロウ 訓: 
意味: 家畜を飼うための屋根のある小屋。
罪人を閉じ込める監獄カンゴク。
しっかりした、堅固ケンゴな。
祭礼に際に供える家畜。",牢 → JPDB Kanji Freq: 1754,漢字の読みを入力してください,Text
__俯__す・〇〇伏す，__俯__せ,うつぶ,"［俯］一級
音: フ 訓: うつむ・く／ふ・せる
意味: 体を前に屈(かが)め姿勢を低くする、伏(ふ)せる、顔を下に向ける、同「俛」。",俯 → JPDB Kanji Freq: 1757,漢字の読みを入力してください,Text
差__俯__く，__俯__く,うつむ,"［俯］一級
音: フ 訓: うつむ・く／ふ・せる
意味: 体を前に屈(かが)め姿勢を低くする、伏(ふ)せる、顔を下に向ける、同「俛」。",俯 → JPDB Kanji Freq: 1757,漢字の読みを入力してください,Text
__鷹__の爪，__鷹__派，禿__鷹__，夜__鷹__,たか,"［鷹］準一級
音: ヨウ／オウ 訓: たか
意味: 鷹(タカ)、タカ科の鳥のうちの小形の鳥を指す、大形の鳥はワシ鷲。",鷹 → JPDB Kanji Freq: 1758,漢字の読みを入力してください,Text
拍手・__柏__手,かしわ,"［柏］準一級
音: ハク／ヒャク 訓: かしわ
意味: 科(ヒノキ)の木、スギ杉(スギ属)・コノテガシワ児手柏(コノテガシワ属)・ヒバ檜葉(アスナロ属)などを含む、同「椈」。
大きい。
日カシワ柏・槲・檞、ブナ科コナラ属の木{カシワ}",柏 → JPDB Kanji Freq: 1767,漢字の読みを入力してください,Text
"__隼__
とてもはやく飛ぶことができる中形の鳥。",はやぶさ,"［隼］準一級
音: シュン／ジュン 訓: はやぶさ
意味: 隼(ハヤブサ)、ハヤブサ科に属する鳥、同「鶽」。",隼 → JPDB Kanji Freq: 1768,漢字の読みを入力してください,Text
__咳__く，__咳__払い，__咳__き込む,せ,"［咳］準一級
音: カイ／ガイ 訓: せき／しわぶき
意味: 生まれて三カ月ほどを過ぎて働きかけに反応し始める頃の幼子(おさなご)が笑うさま、同「孩」。
せき、しわぶき、咽喉インコウ(のど)に息が詰まり吐き出してしまうこと。",咳 → JPDB Kanji Freq: 1770,漢字の読みを入力してください,Text
__尖__る，__尖__り声,とが,"［尖］準一級
音: セン 訓: とが・る
意味: 上が小さく下が大きいさま、先が細く手元(てもと)が太いさま、夵(エン)(上が大きく下が小さい、先が太く手元が細い)」の逆の意。",尖 → JPDB Kanji Freq: 1772,漢字の読みを入力してください,Text
驚__愕__，愧__愕__,がく,"［愕］一級
音: ガク 訓: おどろ・く
意味: 思い掛けないことで(不意のことで、意外なことで)驚く、びっくりする、愕然(ガクゼン)、驚愕(キョウガク)、同「咢」「噩」。
愕愕(ガクガク)、自ら信ずるところを憚(はばか)ることなく述べる、直言する、同「咢咢、諤諤」。",愕 → JPDB Kanji Freq: 1778,漢字の読みを入力してください,Text
"__吾__||が||輩，__吾__輩
__吾__々，__吾__ら","わが,わ,われ","［吾］準一級
音: ゴ／グ 訓: われ／わ・が
意味: 我(われ)、自分を指す語、主に主格Iとして用いられ、所有格myや目的格meでは「我」が用いられる、同「余」「予」。",吾 → JPDB Kanji Freq: 1781,漢字の読みを入力してください,Text
__遥__か，__遥__か昔，__遥__か彼方,はる,"［遥］準一級
音: ヨウ 訓: はる・か
意味: どこまでもどこまでも続いているさま、遠く遠く離れているさま。
ゆらゆらと動く、ぶらぶらする。
逍遥(ショウヨウ)思いのままにあちこち歩き回る思いのままにゆったりとしたさま。",遥 → JPDB Kanji Freq: 1786,漢字の読みを入力してください,Text
__奢__る，__奢__り,おご,"［奢］一級
音: シャ 訓: おご・る
意味: 分限(身分や立場に見合うこと)を弁(わきま)えずにそれを超えるさま、またそのような行為。
分限以上に貯め込み使う、分を超えて贅沢する。",奢 → JPDB Kanji Freq: 1788,漢字の読みを入力してください,Text
__蘭__学，鈴__蘭__，__蘭__方医,らん,"［蘭］準一級
音: ラン 訓: 
意味: 鵯花(ヒヨドリバナ)やフジバカマ藤袴などのキク科ヒヨドリバナ属の草、蘭草(ランソウ){ヒヨドリバナ}{フジバカマ}。
ラン蘭、ラン科の植物の総称、蘭花(ランカ){ラン}。
香りのよい草の総称。
木蘭(モクラン)、モクレン木蓮・木蘭、モクレン科の木の総称{モクレン}。",蘭 → JPDB Kanji Freq: 1791,漢字の読みを入力してください,Text
