Question,Answers,Comment,Freq,Instructions,Render as
"__陳__ねる
〔ふつう陳ね〈た／て〉〕
①古くなる。古びる。
「陳ねた（沢庵）」
②ませる。
「陳ねた子」
③〔俗〕ひねくれる。
「陳ねた性格を直したい」",ひ,"［陳］三級
音: チン／ジン 訓: の・べる
意味: 順に並べる、一列に並べる、広げ並べる、また並ぶ、同「敶」「𨸬」「𢽬」。
順を追って述べる、よく分かるように述べる、同「𨸬」「𢽬」。
古い、旧式な、長い時が経っている。
周代(西周)から春秋時代にかけての古国名、前1046年～前478年、現河南省周口市淮陽ジュンヨウ区一帯{河南省}。
南北朝時代の南朝最後の王朝、557年～589年、別名「南陳」{南北朝時代}。",陳 → JPDB Kanji Freq: 2211,漢字の読みを入力してください,Text
__朽__ちる,く,"［朽］四級
音: キュウ／ク 訓: くち・る
意味: 草木が腐(くさ)る。
衰える、生気がなくなる。",朽 → JPDB Kanji Freq: 2207,漢字の読みを入力してください,Text
__賜__う，__賜__わる,たま,"［賜］凖二級
音: シ 訓: たま・う／たまわ・る／たまもの
意味: 上位の者が下位の者に物や位などを与える、恵(めぐ)む。
下位の者が上位の者から物や位などを頂戴する、授(さず)かりもの。",賜 → JPDB Kanji Freq: 2205,漢字の読みを入力してください,Text
"__陵__
〔雅〕天皇・皇后の墓。御陵。山陵。",みささぎ,"［陵］三級
音: リョウ 訓: みささぎ
意味: 大きな土山つちやま。
みささぎ、高く土を盛った王の墓。
危険や困難を乗り越える、乗り越えて高みに登る、同「凌」。
ぐっと踏み付ける、踏み付けにする、上から(力ずくで)押さえ付ける、同「凌」「𠡭」。",陵 → JPDB Kanji Freq: 2194,漢字の読みを入力してください,Text
"__郭__
❶城などの周囲にめぐらして築いた、土や石の囲い。
❷（まわりを囲ってあったことから）遊里。遊廓。",くるわ,"［郭］三級
音: カク 訓: くるわ
意味: (日本の城下町に当たる)都市を二重に囲む高い壁のうちの外側の壁、外城ガイジョウ、またその壁で囲まれた市街、同「廓」「郛」、内側の壁を「城」という。
壁や塀などで周りが囲まれているところ、同「廓」。
中心から外方向に広げる、同「拡」。
郭公(カッコウ)、カッコウ科カッコウ属の鳥、別名、大杜鵑(タイトケン)、布穀鳥(フコクチョウ)(ふふどり)」、鳲鳩(シキュウ)、鴶鵴(カツキク)、擊穀(ゲキコク)、桑鳩(ソウキュウ)。",郭 → JPDB Kanji Freq: 2193,漢字の読みを入力してください,Text
"__耕__す
〔農作物を作るために〕田畑をほり返す。",たがや,"［耕］六級
音: コウ／キョウ 訓: たがや・す
意味: 田畑の土を掘り返す、土を柔らかくすると同時に土中に空気を入れる作業をいう。
怠らず力を尽くす。",耕 → JPDB Kanji Freq: 2166,漢字の読みを入力してください,Text
__賄__う，__賄__い,まかな,"［賄］凖二級
音: カイ／ケ／ワイ 訓: まかな・う
意味: 財貨、金品。
金品を贈る。
賄賂(ワイロ)、(自らの利益になるように便宜を図って貰おうという)不正な意図をもって他人に金品を贈る。
日食事の支度をする、食事や生活を切り盛りする。",賄 → JPDB Kanji Freq: 2165,漢字の読みを入力してください,Text
__甚__だしい，__甚__だ,はなは,"［甚］凖二級
音: シン／ジン 訓: はなは・だ／はなは・だしい／いた・く
意味: (本来そこまで立ち入るべきではないところにまで)深入りする、度が過ぎる。
度を超えて、非常に、極めて、とても、とっても。
なにwhat、同「什」。",甚 → JPDB Kanji Freq: 2152,漢字の読みを入力してください,Text
"__甚__く｟副｠
〔文〕はなはだ。非常に。たいそう。
「━感じ入る」「━感動する」",いた,"［甚］凖二級
音: シン／ジン 訓: はなは・だ／はなは・だしい／いた・く
意味: (本来そこまで立ち入るべきではないところにまで)深入りする、度が過ぎる。
度を超えて、非常に、極めて、とても、とっても。
なにwhat、同「什」。",甚 → JPDB Kanji Freq: 2152,漢字の読みを入力してください,Text
__乞__う，命__乞__い,こ,"［乞］二級
音: キツ／コツ 訓: こ・う
意味: 他人に物を請(こ)い求める。",乞 → JPDB Kanji Freq: 2150,漢字の読みを入力してください,Text
"__茎__，歯__茎__
植物のじくで、葉や花などをつける部分。水分や養分の通り道になる。",くき,"［茎］凖二級
音: コウ／ギョウ／ケイ 訓: くき
意味: 草本の葉や花などを支える木の幹に当たる部分。
(草の茎のように)細長く伸びたもの、またそれを数える語。",茎 → JPDB Kanji Freq: 2148,漢字の読みを入力してください,Text
"__頓__に
急に。にわかに。また、しきりに。めっきり。
「近ごろ―小じわが増えた」 「―力をつけた新人」",とみ,"［頓］二級
音: トン 訓: とみ・に
意味: 動作を止めて短時間(「さっと」よりも長く「ずっと」よりも短い時間)同じ状態を続ける、また留(とど)まる、「とんと突く」「とんと踏む」のような状態。
どっしりと落ち着ける。
休憩所や宿、休憩所や宿で食事を摂る、「一時(いっとき)腰を落ち着ける」の意。
頓首(トンシュ)、額(ひたい)で地をとんと叩(たた)くようにしてお辞儀をする{姿勢(拝礼)}。
とみ・に、急に、俄かに、「突然に」よりもゆっくりと「徐々に」よりも急速に。",頓 → JPDB Kanji Freq: 2144,漢字の読みを入力してください,Text
"__匿__う
〔追われている人などを〕安全な所にかくす。
「犯人を━」",かくま,"［匿］三級
音: ジョク／ニョク／トク 訓: かくま・う／かく・す
意味: 箱などの中(上下四周が囲われていてどこからも人目に触れることがないところ)に人や物を隠す。
人の目には触れないように上下四周が囲われているところに入れる、また入る。",匿 → JPDB Kanji Freq: 2143,漢字の読みを入力してください,Text
__綻__びる，__綻__ぶ,ほころ,"［綻］二級
音: タン／デン 訓: ほころ・ぶ／ほころ・びる
意味: 衣服が破れる、解(ほど)けて中が見える、裂けて中が露(あらわ)になる。
蕾が開く。",綻 → JPDB Kanji Freq: 2138,漢字の読みを入力してください,Text
"__諾__う・肯う
同意する。承諾する。",うべな,"［諾］三級
音: ダク／ニャク 訓: うべな・う
意味: 相手の質問や依頼によく考えて応(こた)える、同意・承知・容受の意思を表す「はい」という返事、間髪を入れずに応えるのは「唯」。
うべな・う、相手の言葉を受け入れる、承知(ショウチ)する。",諾 → JPDB Kanji Freq: 2132,漢字の読みを入力してください,Text
__搾__る,しぼ,"［搾］三級
音: サク／サ／シャ 訓: 
意味: 強く締め付けたり圧(お)し付けたりすることで液体だけを(細かい穴を通して)外に出す、絞(しぼ)り出す、滲(にじ)み出させる、液体を取り除く、中国では「榨{⿰木窄}」を用いる。",搾 → JPDB Kanji Freq: 2128,漢字の読みを入力してください,Text
"__培__う
①〔土を根にかけて〕草木を育てる。
②（もととなるものを）養って育てる。
「健全な精神を━」",つちか,"［培］凖二級
音: ハイ／バイ／ベ／ホウ／ブ 訓: つちか・う
意味: 植物の根元に土を盛り上げる、よって生育を助ける。
知識や能力を養い育てる。
培塿(ハイロウ)、土を重ね盛った小さな丘、同「㟝嶁」。",培 → JPDB Kanji Freq: 2123,漢字の読みを入力してください,Text
"__挫__ける，__挫__く
①関節をむりに曲げたりして、痛める。
②相手の力をおさえて、弱くする。
「弱きをたすけ、強きを━」",くじ,"［挫］二級
音: サ／ザ 訓: くじ・く／くじ・ける
意味: 途中で折る、折れる。
途中からそれまでのように進めなくなる。",挫 → JPDB Kanji Freq: 2120,漢字の読みを入力してください,Text
__諭__す，__諭__し,さと,"［諭］凖二級
音: ユ 訓: さと・す
意味: 分からない点・疑問に思っている点・誤っている点などについて(例を引いて)分かりやすく説明し理解させる、同「喩」。
譬(たと)える、理解を促(うなが)すために別の同様の例を挙げる、同「譬」「喩」。
(上位の者が下位の者に)言い聞かせる、告げる、布告する。",諭 → JPDB Kanji Freq: 2112,漢字の読みを入力してください,Text
__蚊__，__蚊__柱，やぶ__蚊__,か,"［蚊］凖二級
音: ブン／モン 訓: か
意味: 蚊(カ)、ハエ目カ科の昆虫、また同科の昆虫の称。",蚊 → JPDB Kanji Freq: 2109,漢字の読みを入力してください,Text
__貪__る,むさぼ,"［貪］二級
音: タン／トン／ドン 訓: むさぼ・る
意味: 必要以上に(また能力以上に)ものを得ようとする、欲張(よくば)る、貪欲(ドンヨク)。
どこまでも追い求める、同「探」、貪求(タンキュウ)。",貪 → JPDB Kanji Freq: 2105,漢字の読みを入力してください,Text
"釜
①飯をたいたり、湯をわかしたりする、金属の器具。
「お━・ふろ━」",かま,"［釜］二級
音: フ／ブ 訓: かま
意味: 食材を煮炊する底が丸く深い鍋(なべ){食器}。
中国戦国時代の齊国の容量の単位、1釜(フ)=6斗4升{各種単位}。",釜 → JPDB Kanji Freq: 2099,漢字の読みを入力してください,Text
"__禍__々しい
〔文〕わざわいをもたらすような感じだ。不吉だ。
①縁起が悪い。いまわしい。「―い出来事」
②にくらしい。いまいましい。",まが,"［禍］凖二級
音: カ／ガ 訓: わざわい
意味: (神の祟りによってもたらされる)良くない出来事、思い掛けない災い。
良くないことに出会う、良くないことが起きる、災厄サイヤク(災難)に見舞われる。",禍 → JPDB Kanji Freq: 2098,漢字の読みを入力してください,Text
"__溝__
①下水などを流すために地面にほった、細長い〈くぼみ／水路〉。
②細長いくぼみ。",みぞ,"［溝］凖二級
音: コウ／ク 訓: みぞ
意味: 両側を木や石を組んで作った水路、用水路。
田畑の間に通した用水路、井田制(周代の税法)では「井(一里四方の土地を縦横それぞれ三分して九区画に分け、八戸に一区画ずつ与え、中央の一区画を八戸で共同耕作し、そこからの収穫を税としたもの)」の境界となる幅四尺・深さ四尺の水路「洫」参照{井田制}。
筋状に続いている窪み。
(溝を掘って)隔(へだ)てる、境界。
10の32乗{数字}。",溝 → JPDB Kanji Freq: 2095,漢字の読みを入力してください,Text
"__婿__，花__婿__
①〔親から見た〕むすめの夫。
②〔旧民法で〕女性が親のあとをつぐときにむかえる夫。
「━を取る」
お婿さん。（↔嫁）",むこ,"［婿］三級
音: セイ／サイ 訓: むこ
意味: 娘(むすめ、自分の女の子供)の夫、同「壻」「𦕓」。",婿 → JPDB Kanji Freq: 2090,漢字の読みを入力してください,Text
__鉛__，__鉛__色,なまり,"［鉛］四級
音: エン 訓: なまり
意味: 金属の一種、鉛白(エンパク)(鉛を使った白色の顔料)」、鉛筆(エンピツ)(鉛粉を使って書く筆、黒鉛と粘土から作った芯を持つ筆記具)」。
鉛(Plumbum羅、Pb)、元素名{鉛}。",鉛 → JPDB Kanji Freq: 2089,漢字の読みを入力してください,Text
