Question,Answers,Comment,Instructions
"この店の料理は、量が( )あるので、たくさん食べる人に人気があります。
 1. ふんわり 
 2. すっきり 
 3. たっぷり 
 4. ぼんやり",3,,問題4 ( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"二人の間には意見の( )があり、なかなか議論が進まない。
 1. 対比 
 2. 間隔 
 3. 大別 
 4. 相違",4,,問題4 ( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"約束の時間より早く来てしまったので、喫茶店に入って時間を( )。
 1. やぶった 
 2. つぶした 
 3. こわした 
 4. けずった",2,,問題4 ( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"この大学では一般向けの講座を開き、社会に学習の場を（ ）している。
 1. 選出 
 2. 提供 
 3. 指示 
 4. 寄付",2,,問題４ （ ）に入れるのに最もよいものを、１・２・３・４から一つ選びなさい。
"今年の夏は暑さが厳(きび)しく、仕事から家に帰ると疲れて（ ）してしまう。
 1. ぐったり 
 2. しっかり 
 3. すっきり 
 4. ぎっしり",1,,問題４ （ ）に入れるのに最もよいものを、１・２・３・４から一つ選びなさい。
"学生時代の友人が私の名前を忘れていたので、とても（ ）だった。
 1. アウト 
 2. ダウン 
 3. ショック 
 4. エラー",3,,問題４ （ ）に入れるのに最もよいものを、１・２・３・４から一つ選びなさい。
"通路に荷物を置いたら、通る人の（ ）になりますよ。
 1. 面倒 
 2. 邪魔 
 3. 被害 
 4. 無理",2,,問題４ （ ）に入れるのに最もよいものを、１・２・３・４から一つ選びなさい。
"少し長めの上(のぼ)り坂(ざか)だったが（ ）ので、それほど疲れなかった。
 1. おとなしかった 
 2. ささやかだった 
 3. なだらかだった 
 4. よわよわしかった",3,,問題４ （ ）に入れるのに最もよいものを、１・２・３・４から一つ選びなさい。
"出席者は皆会議に積極的に参加し、意見を（ ）交換し合った。
 1. 活発に 
 2. 円満に 
 3. 機敏に 
 4. 濃厚に",1,,問題４ （ ）に入れるのに最もよいものを、１・２・３・４から一つ選びなさい。
"列に並んでいたら、私の前に強引に（ ）きた人がいて、嫌な気分になった。
 1. 当てはまって 
 2. 付け加えて 
 3. 行き着いて 
 4. 割り込んで",4,,問題４ （ ）に入れるのに最もよいものを、１・２・３・４から一つ選びなさい。
"このアニメは、登場人物がとてもかわいいと、 若者の間で( )になっている。
 1. 課題 
 2. 題名 
 3. 題材 
 4. 話題",4,,問題4 ( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"あのとき、友達に謝らなかったことをずっと( )している。
 1. 同情 
 2. 後悔 
 3. 我慢 
 4. 恐縮",2,,問題4 ( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"楽器の音量を確認するために、コンサートの前日に会場で( )をした。
 1. チャージ 
 2. アポイントメント 
 3. オリエンテーション 
 4. リハーサル",4,,問題4 ( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"この魚は、いつでもこの辺りの海にいるわけではなく、( )の時期にしかいない。
 1. 特定 
 2. 指定 
 3. 固定 
 4. 限定",1,,問題4 ( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"この季節は乾燥していて、 肌が( )になる。
 1. どろどろ 
 2. ふさふさ 
 3. かさかさ 
 4. べたべた",3,,問題4 ( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"先生の発音をよく聞いて、 同じになるように発音を ( ) みましょう。
 1. まねて 
 2. かなえて 
 3. 映して 
 4. 保って",1,,問題4 ( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"金子さんとは初めて会ったが、お互いサッカーが大好きだと分かって、話が( )。
 1. 飛び出した 
 2. 行き過ぎた 
 3. 盛り上がった 
 4. 駆け抜けた",3,,問題4 ( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"栄養が（）ように、いろいろな食品を食べたほうがいい。
 1. はぶかれない 
 2. はずされない 
 3. かたよらない 
 4. かたむかない",3,,問題4 （ ）に入れるのに最もよいものを、1、2、3、4から一つ選びなさい。
"ダムの建設は、計画通り（ ）進んでいる。
 1. さらさら 
 2. すらすら 
 3. 着々と 
 4. 続々と",3,,問題4 （ ）に入れるのに最もよいものを、1、2、3、4から一つ選びなさい。
"急いでいるのに、渋滞のせいで車が前に進まなくて（）した。
 1. いらいら 
 2. わくわく 
 3. すっきり 
 4. うっかり",1,,問題4 （ ）に入れるのに最もよいものを、1、2、3、4から一つ選びなさい。
"兄は「残業が多い、給料が安い」と会社の（）ばかり言っている。
 1. ゆううつ 
 2. ぐち 
 3. 苦情 
 4. 非難",2,,問題4 （ ）に入れるのに最もよいものを、1、2、3、4から一つ選びなさい。
"あのドラマは、最後に主人公が恋人と再会する（）が感動的だった。
 1. 要所 
 2. 名所 
 3. 場面 
 4. 画面",3,,問題4 （ ）に入れるのに最もよいものを、1、2、3、4から一つ選びなさい。
"A社はこの10年で、社員一万人の大企業に（）した。
 1. 発達 
 2. 展開 
 3. 上昇 
 4. 成長",4,,問題4 （ ）に入れるのに最もよいものを、1、2、3、4から一つ選びなさい。
"激しい運動をたまにするより、（）運動を毎日続ける方が体にはいいらしい。
 1. 適度な 
 2. 簡略な 
 3. 好調な 
 4. 対等な",1,,問題4 （ ）に入れるのに最もよいものを、1、2、3、4から一つ選びなさい。
"学生のころ、宿題は(　)になってからやることが多かった。
 1. びりびり 
 2. ばりばり 
 3. ぎりぎり 
 4. じりじり",3,,問題4 ( )に入れるのに最もよいものを、1·2·3·4 から一つ選びなさい
"生命保険を(　)したいので、手続きを教えてください。
 1. 廃止 
 2. 解約 
 3. 中止 
 4. 解消",2,,問題4 ( )に入れるのに最もよいものを、1·2·3·4 から一つ選びなさい
"私たちは、お客様の(　)に対応したサービスを提供しています
 1. ニーズ 
 2. ストライキ 
 3. セールス 
 4. エコノミー",1,,問題4 ( )に入れるのに最もよいものを、1·2·3·4 から一つ選びなさい
"来年ここに新しい支店を(　)することが決まった
 1. 創造 
 2. 形成 
 3. 工作 
 4. 開設",4,,問題4 ( )に入れるのに最もよいものを、1·2·3·4 から一つ選びなさい
"卒業パーティーには、ちゃんとした(　)で行ったほうがいいのかな。
 1. 様子 
 2. 容姿 
 3. 外見 
 4. 格好",4,,問題4 ( )に入れるのに最もよいものを、1·2·3·4 から一つ選びなさい
"店が忙しいときは臨時にアルバイトを(　)いる。
 1. つかんで 
 2. ふくんで 
 3. やとって 
 4. かせいで",3,,問題4 ( )に入れるのに最もよいものを、1·2·3·4 から一つ選びなさい
"誰にも言えずにずっと悩んでいたが、昨日親友に(　)相談してみた。
 1. 思いきって 
 2. うっかり 
 3. せっかく 
 4. 知らず知らず",1,,問題4 ( )に入れるのに最もよいものを、1·2·3·4 から一つ選びなさい
"予算もスタッフも希望通りにしたんだから成果を期待しているよと、上司に( ) をかけられた。
 1. ショップ 
 2. プレッシャー 
 3. ダメージ 
 4. コンプレックス",2,,問題4 ( )に入れるのに最もよいを、1、2、3、4から一つ選びなさい。
"アルバイトの仕事は勤務が多い月と少ない月があって、毎月の収入が( )だ。
 1. 不安定 
 2. 不自由 
 3. 不都合 
 4. 不公平",1,,問題4 ( )に入れるのに最もよいを、1、2、3、4から一つ選びなさい。
"彼は ( )な返事をしていたから、パーティーに来るかどうかわからない。
 1. 地味な 
 2. かすかな 
 3. あいまいな 
 4. 鈍感な",3,,問題4 ( )に入れるのに最もよいを、1、2、3、4から一つ選びなさい。
"新しいことがなかなか覚えられないのは記憶力が( )からだろうか。
 1. 傷んだ 
 2. 散った 
 3. かれた 
 4. おとろえた",4,,問題4 ( )に入れるのに最もよいを、1、2、3、4から一つ選びなさい。
"相手が弱いと思って( )したら、負けてしまった。
 1. 納得 
 2. 油断 
 3. 失望 
 4. 覚悟",2,,問題4 ( )に入れるのに最もよいを、1、2、3、4から一つ選びなさい。
"二人とも動いているので、家事や育児は夫婦で( )している。
 1. 分別 
 2. 区別 
 3. 区分 
 4. 分担",4,,問題4 ( )に入れるのに最もよいを、1、2、3、4から一つ選びなさい。
"次の社長に最もく( )人は、経験豊富な鈴木さんでしょう。
 1. ふさわしい 
 2. 等しい 
 3. ありがちな 
 4. 当たり前な",1,,問題4 ( )に入れるのに最もよいを、1、2、3、4から一つ選びなさい。
"健康のためには、栄養の（ 　　　）がいい食事を取ることが大切だ。
 1. バランス 
 2. リズム 
 3. ビタミン 
 4. エネルギー",1,,問題4: （ ）に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"市役所には騒音などの迷惑行為に対する（ 　　　）が寄せられる。
 1. 苦情 
 2. 悪意 
 3. 不便 
 4. 多難",1,,問題4: （ ）に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"ここは桜の（ 　　　）で、春になると大勢の花見客が訪れる。
 1. 要所 
 2. 名所 
 3. 実地 
 4. 現場",2,,問題4: （ ）に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"電車に遅れそうだったが、（ 　　　）間に合って何とか乗れた。
 1. ばったり 
 2. ぐっすり 
 3. ぎりぎり 
 4. がらがら",3,,問題4: （ ）に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"この資格を持っていると就 職に（ 　　　）になると聞いた。
 1. 先着 
 2. 優先 
 3. 強力 
 4. 有利",4,,問題4: （ ）に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"あの政治家は記者会見に元気な様子で現れて、病気だといううわさを（ 　　　）。
 1. 入れ替えた 
 2. 打ち消した 
 3. 追い返した 
 4. 差し引いた",2,,問題4: （ ）に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"買い物に行くのに財布を忘れてしまうとは、山口さんは本当に（ 　　　）人だ
 1. たのもしい 
 2. そうぞうしい 
 3. あつかましい 
 4. そそっかしい",4,,問題4: （ ）に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
