Question,Answers,Comment,Freq,Instructions,Render as
__臼__歯，脱__臼__,キュウ,"［臼］二級
音: キュウ／グ 訓: うす
意味: 穀物を搗(つ)く際に穀物を入れる器、一般にはしっかりした円柱状の木や石で上部を半球形に抉(えぐ)ってあるもの、またそのような形、またそのような形のもの。
うす、部首名。",臼 → JPDB Kanji Freq: 2567,漢字の読みを入力してください,Text
__坑__道，炭__坑__，廃__坑__,コウ,"［坑］三級
音: コウ／キョウ 訓: 
意味: 底深い穴、或いは奥深い穴、同「阬」。
陥(おとしい)れる、穴に入れる。",坑 → JPDB Kanji Freq: 2566,漢字の読みを入力してください,Text
__糾__弾，紛__糾__,キュウ,"［糾］凖二級
音: キュウ 訓: あざな・う／ただ・す
意味: 何本かの糸(三本の縄)を縒(よ)り合せる、また縒り合せて紐や縄にする、同「糺」。
寄り合わせて纏(まと)める、同「糺」。
誤りや曲がりを(強く締め付けて)正す、罪を厳しく問い質(ただ)す、同「糺」。
絡(から)み付く、縺(もつ)れる、同「丩」。",糾 → JPDB Kanji Freq: 2557,漢字の読みを入力してください,Text
前立__腺__，涙__腺__,セン,"［腺］二級
音: せん 訓: 
意味: 日体内で各種の液汁を分泌する器官、汗腺(カンセン)、涙腺(ルイセン)。",腺 → JPDB Kanji Freq: 2555,漢字の読みを入力してください,Text
__穀__潰し,ゴク,"［穀］五級
音: コク 訓: 
意味: 殻の付いた実を食用とする作物の総称、同簡「谷」。
(穀物・食物を与えて)養(やしな)う。
(穀物・食物を食べて)生きる。
役人の俸禄ホウロク(給与)。
善(よ)い。",穀 → JPDB Kanji Freq: 2546,漢字の読みを入力してください,Text
__穀__物，雑__穀__，脱__穀__,コク,"［穀］五級
音: コク 訓: 
意味: 殻の付いた実を食用とする作物の総称、同簡「谷」。
(穀物・食物を与えて)養(やしな)う。
(穀物・食物を食べて)生きる。
役人の俸禄ホウロク(給与)。
善(よ)い。",穀 → JPDB Kanji Freq: 2546,漢字の読みを入力してください,Text
__叙__述，__叙__景，__叙__勲,ジョ,"［叙］凖二級
音: ショ／ジョ 訓: 
意味: 次第シダイ、順序、同「序」。
序列(ジョレツ)、位階に従った順序。
考えや思いを順序だてて述べる。
書物の端書(はしが)き、同「序」。",叙 → JPDB Kanji Freq: 2544,漢字の読みを入力してください,Text
__辣__腕，辛__辣__,ラツ,"［辣］二級
音: ラツ／ラチ 訓: 
意味: ぴりっと辛(から)い、辛くてひりひりする。
甚(はなは)だしい、きつい、度を超えている。",辣 → JPDB Kanji Freq: 2543,漢字の読みを入力してください,Text
__霜__害，晩__霜__,ソウ,"［霜］凖二級
音: ソウ／ショウ 訓: しも
意味: しも、地表付近の水蒸気が地表や物に接触して氷結したもの{霜}。
白いさま。
白く冷たいさま、汚(けが)れないさま、高潔なさま。
年とし、年数、年齢。",霜 → JPDB Kanji Freq: 2540,漢字の読みを入力してください,Text
__弔__問，__弔__辞，慶__弔__,チョウ,"［弔］凖二級
音: チョウ 訓: とむら・う
意味: 他人の苦悩や不幸に対して同情や慰めの言葉を掛ける。
亡くなった人に最後の言葉を掛ける、同「吊」、遺族に労(いた)わりや慰めの言葉を掛けるのは「唁」。
吊る、吊るす、俗「吊」",弔 → JPDB Kanji Freq: 2537,漢字の読みを入力してください,Text
比__喩__，引__喩__,ユ,"［喩］二級
音: ユ 訓: たと・える／たと・え
意味: 譬(たと)える、理解を促(うなが)すために別の同様の(或いは分かりやすい)例を挙(あ)げる、同「譬」。
理解を促(うなが)すために挙げる別の同様の例、同「譬」。
諭(さと)す、例を引いて分かりやすく説明し理解させる、同「諭」。
悦(よろこ)ぶ、心から楽しむ、同「愉」。
嗙喩(ホウユ)、蔡サイ(周代前11世紀～前221年の国名)の舞曲名、またそれを歌う声。",喩 → JPDB Kanji Freq: 2529,漢字の読みを入力してください,Text
山__麓__，岳__麓__,ロク,"［麓］二級
音: ロク 訓: ふもと
意味: (木が生えている)山裾(やますそ)。
山林を管理する役人。",麓 → JPDB Kanji Freq: 2526,漢字の読みを入力してください,Text
__窒__息，__窒__息死，__窒__素，__窒__素肥料,チツ,"［窒］三級
音: チツ／チチ／テツ／テチ 訓: 
意味: 孔(あな、反対側まで貫通している穴)が塞(ふさ)がってその先に進めない。
塞(ふさ)ぐ、隙間を埋める、塞がる、同「塞」。",窒 → JPDB Kanji Freq: 2525,漢字の読みを入力してください,Text
焼__酎__，__酎__ハイ,チュウ,"［酎］二級
音: チュウ／ジュウ 訓: 
意味: (二度三度と)繰り返し醸造ジョウゾウした濃い酒。
酎祭(チュウサイ)、皇帝が秋に執(と)り行う祭礼、費用や供物(くもつ)を諸侯に醵出キョシュツさせたという。
日、焼酎(ショウチュウ)、米・麦・芋などで醸造した酒を加熱しアルコール度を高めた蒸留酒",酎 → JPDB Kanji Freq: 2519,漢字の読みを入力してください,Text
参__詣__，造__詣__,ケイ,"［詣］二級
音: ゲイ／ゲ／ケイ 訓: もう・でる
意味: 到(いた)る、高みに行き着く。
目上の人や年長の人を訪(おとず)れる。
日もう・でる、有名な場所や建物を訪れる。",詣 → JPDB Kanji Freq: 2514,漢字の読みを入力してください,Text
__謡__曲，民__謡__，歌__謡__,ヨウ,"［謡］四級
音: ヨウ 訓: うたい／うた・う
意味: 即興で歌う、楽器などの伴奏なしに歌う、同「䚻」、楽器などの伴奏に合わせて歌うのは「歌」。
子どもや一般の人が節を付けて口遊(くちずさ)む歌。
根も葉もない噂話。",謡 → JPDB Kanji Freq: 2512,漢字の読みを入力してください,Text
__栓__，給水__栓__，消火__栓__,セン,"［栓］凖二級
音: セン 訓: 
意味: もののの口や穴をぴったりと塞ぐもの、また塞ぐように差し込むもの。
日「栓の木(センノキ)」、ハリギリ針桐の別称、ウコギ科ハリギリ属の木{ハリギリ}。",栓 → JPDB Kanji Freq: 2509,漢字の読みを入力してください,Text
__凸__る，__凸__版，__凸__レンズ，凹__凸__,トツ,"［凸］凖二級
音: トツ／トチ 訓: でこ
意味: 周囲が低く中央が突き出ている、またその形、凹(へこ)んでいるのは「凹」{筆順(凸凹)}。
突き出る。",凸 → JPDB Kanji Freq: 2508,漢字の読みを入力してください,Text
__享__有，__享__受，__享__楽,キョウ,"［享］凖二級
音: キョウ／コウ 訓: う・ける
意味: (神や目上の人から)授かる、受ける、素直に受け入れる。
(神に供物を)奉(ささ)げる、(目上の人に馳走を)差し上げる、心からもてなす。",享 → JPDB Kanji Freq: 2506,漢字の読みを入力してください,Text
__褐__色，茶__褐__色,カツ,"［褐］凖二級
音: カツ／ガチ 訓: かち
意味: 麻(アサ)の繊維などをそのまま使った目の粗い布、またそれを使った粗末な衣服。
身なりが粗末なさま、身分が低いさま、貧しいさま。
くすんだ黄色、「乾燥させたアサの茎の色」の意。
かち、(黒に近い)濃紺色。",褐 → JPDB Kanji Freq: 2503,漢字の読みを入力してください,Text
__勅__語，__勅__使，詔__勅__,チョク,"［勅］凖二級
音: チョク／チキ 訓: みことのり
意味: 戒(いまし)める、誡(いまし)める、同「飭」「𢞒」。
正(ただ)す、しっかりと整える、整理する。
天子の(誡めの)言葉、詔(みことのり)",勅 → JPDB Kanji Freq: 2502,漢字の読みを入力してください,Text
__禅__宗，__禅__寺，座__禅__,ゼン,"［禅］凖二級
音: セン／ゼン 訓: 
意味: 天子のみに執(と)り行うことが許された祭礼で、祭壇を築き天神テンシン・テンジンを祭る儀式、またその祭礼を執(と)り行う、またその祭礼を執(と)り行う特権、同「䄠」。
天子が位(くらい)や天子のみに許される特権を他に譲(ゆず)る、同「䄠」。
修行シュギョウ・シュウコウのために心身を鎮(しず)め黙考モッコウする、瞑想メイソウする、禪那(ゼンナ)。",禅 → JPDB Kanji Freq: 2494,漢字の読みを入力してください,Text
__弧__状，括__弧__，円__弧__,コ,"［弧］三級
音: コ／ゴ 訓: 
意味: 木の弓。
弓なり(弓状)に曲がった形。",弧 → JPDB Kanji Freq: 2491,漢字の読みを入力してください,Text
__繭__糸，蚕__繭__,ケン,"［繭］凖二級
音: ケン 訓: まゆ
意味: 蚕の蛹(さなぎ)を包み保護しているもの。
たこ(胼胝ヘンチ)、摩擦や刺激が繰り返されて皮膚が硬くなったもの、繭疤(ケンハ)、老繭(ロウケン)、同「𥀹」「𦢣」「𨇿」「趼」。
簡「茧」。",繭 → JPDB Kanji Freq: 2490,漢字の読みを入力してください,Text
危__惧__,グ,"［惧］二級
音: ク／グ 訓: おそ・れる
意味: 不安や恐れでびくびくする、おどおどする。
恐れる、心配する、同「恐」「怕」。",惧 → JPDB Kanji Freq: 2487,漢字の読みを入力してください,Text
駐__屯__，駐__屯__地,トン,"［屯］凖二級
音: トン／ドン／チュン 訓: たむろ・する
意味: なかなか(上に、前に)出られないさま、思うように行かないさま、停頓テイトンするさま。
同じところに留(とど)まる、人が同じところに集まり留まる。
集落、村落、同「邨」。
屯駐・屯住(トンチュウ)、駐屯(チュウトン)、ある地に留まること、軍隊がある地に駐留チュウリュウすること。
屯田(トンデン)、国が人を集め耕作させた田畑、集められた人によって「民屯(一般民)」「兵屯、軍屯(戦の際には兵として徴収する兵士)」などがあった。",屯 → JPDB Kanji Freq: 2486,漢字の読みを入力してください,Text
__悼__辞，哀__悼__，追__悼__,トウ,"［悼］凖二級
音: トウ／ドウ 訓: いた・む
意味: 死者を偲び心から悲しむ、死者に思いを致して心を痛める。",悼 → JPDB Kanji Freq: 2482,漢字の読みを入力してください,Text
__斥__候，排__斥__,セキ,"［斥］三級
音: セキ／シャク 訓: しりぞ・ける
意味: 退(しりぞ)ける、押し退(の)ける、追い遣(や)る、排斥(ハイセキ)。
押し開く、大きく広げる、斥地(セキチ)。
(誤りを)指摘する、咎(とが)める、斥責(セキセキ・チェザ)。
窺(うかが)う、探(さぐ)る、斥候(セッコウ)。
充斥(ジュウセキ)、一面に蔓延(はびこ)る、いっぱいになる。",斥 → JPDB Kanji Freq: 2480,漢字の読みを入力してください,Text
潰__瘍__，腫__瘍__,ヨウ,"［瘍］二級
音: ヨウ 訓: 
意味: 頭の傷、切り傷。
傷口が腫(は)れる、膿(うみ)を持つ。
(特に頭にできる)腫れ物、でき物、吹出物(ふきでもの)、大きいものや小さいぶつぶつまでの総称。",瘍 → JPDB Kanji Freq: 2473,漢字の読みを入力してください,Text
心筋__梗__塞，脳__梗__塞,コウ,"［梗］二級
音: コウ／キョウ 訓: 
意味: 木名、山枌楡サンフンユ、ニレ楡(ニレ科ニレ属の木)の一種{ニレ}。
木の枝や草の茎。
まっすぐなさま、梗直(コウチョク)(まっすぐなさま、堅く曲がらないさま)。
草木の棘(とげ)。
(棘が刺さっているかのように)閊(つか)える、すうっと(すんなりと)通らない、塞(ふさ)がる、、梗塞(コウソク)(塞がって滞る)」。
、梗槩・梗概(コウガイ)、あらまし、大略タイリャク。
、桔梗(キキョウ)、キキョウ科キキョウ属の草、根は生薬として利用される{キキョウ}。",梗 → JPDB Kanji Freq: 2465,漢字の読みを入力してください,Text
教__唆__，示__唆__,サ,"［唆］凖二級
音: サ 訓: そそのか・す
意味: そそのか・す、嗾(けしか)けて悪いことをさせようとする。
囉唆(ラサ)、話が回りくどい、話がくどく鬱陶ウットウしい。",唆 → JPDB Kanji Freq: 2463,漢字の読みを入力してください,Text
