Question,Answers,Comment,Instructions
"面倒だが、やはりこの仕事は断れない。引き受ける（  ）。
 1. までもあるまい 
 2. こともない 
 3. はずもない 
 4. しかあるまい",4,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"山田監督の、「私、山田は、50年ぶりにふるさとに戻って（  ）。」というあいさつはくしゅに、会場からは大きな拍手が起こった。
 1. まいりました 
 2. いらっしゃいました 
 3. うかがいました 
 4. おいでになりました",1,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"彼女の絵は、国内より（  ）海外での評価が高い。
 1. まさか 
 2. たとえ 
 3. むしろ 
 4. かりに",3,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"今年も卒業生を送り出した。次に会うときには、彼らも立派な大人に（  ）。
 1. なるだろう 
 2. なっただろう 
 3. なっているだろう 
 4. なっていただろう",3,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"毎日（  ）どちらでもいいことばかりを日記に書いているのだが、それがストレス解消になっている。
 1. 書くとも書かないとも 
 2. 書いたか書かなかったか 
 3. 書いても書かなくても 
 4. 書くとか書かないとか",3,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"顔を洗うときには、せっけんを（  ）、さっと洗うのが肌にはよい。
 1. 使いすぎずに 
 2. 使うにすぎず 
 3. 使うにすぎなく 
 4. 使いすぎもなくて",1,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"留学するまで、私は自分が見ている世界がすべてだと思っていた。実はそれが世界のほんの小さな一部分（  ）気付いていなかった。
 1. でないことにしか 
 2. でしかないことに 
 3. にないことでしか 
 4. にしかないことで",2,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"(会社で）　A「あれ？あそこにいるの、山田さんかな。」 　B「山田さんは出張中だよ。今ここに（  ）。」
 1. いないわけじゃないよ 
 2. いるわけないじゃない 
 3. いたわけじゃないよ 
 4. いなかったわけじゃない",2,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"A 「このタレント、最近よくテレビで見るね。」　B「ほんと。この人を見ない日はない（  ）よね。」
 1. と言ってもいいぐらいだ 
 2. と言ったらいいだけだ 
 3. と言ってもいいからだ 
 4. と言ったらいいことだ",1,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"南極の氷を調べること( )数十万年前の地球の気候を知ることができるそうだ。
 1. によって 
 2. にとって 
 3. に関して 
 4. に対して",1,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"この曲は、私には難しすぎて ( )弾けそうにない。
 1. だんだん 
 2. 今にも 
 3. 必ず 
 4. とても",4,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"入社試験の面接で、緊張の( )、声が震えてしまった。
 1. わけで 
 2. あまり 
 3. ことに 
 4. 中を",2,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"森川動物園は、森川駅からバスで30分( )行ったところにある。
 1. など 
 2. などに 
 3. ほど 
 4. ほどに",3,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"(メールで)

4月20日に新入生歓迎会を聞きますので、ぜひご参加ください。なお、場所は( )、お知らせします。
 1. 決まったおかげで 
 2. 決まり次第 
 3. 決まって以来 
 4. 決まる一方で",2,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"この地域のみかんの生産量は、2000年から2003年にかけて一時減少した()、再び増加し、 2010年には過去最高となった。
 1. として 
 2. のかどうか 
 3. からには 
 4. ものの",4,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"(育児書で)

赤ちゃんの熱が少しあると心配になるかもしれませんが、熱が多少あっても、元気に遊んでいるなら、( )。
 1. 慌てることはありません 
 2. 慌てざるを得ません 
 3. 慌てずにはいられません 
 4. 慌てるに違いありません",1,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"(就職説明会で)

「就職活動とは、企業に応募することです。この企業で働きたいと思っていても、応募( )、何も進みませ ん。まずは応募しましょう。」
 1. してみるより 
 2. できるといいし 
 3. しないことには 
 4. するのではなく",3,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"先月、エアコンを( )使っていたら、電気代が2万円を超えてしまった。
 1. 使いすぎて 
 2. 使ったまま 
 3. 使いたいだけ 
 4. 使いつづけたり",3,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"山川:「ごめんね。田村さんに借りたCD、今日返そうと思っていたのに、持ってくるの忘れちゃった。」
田村:「ああ、別に急がないから、次に会うときに( ) 。 J
 1. 持ってきてくれるはずだ 
 2. 持ってきてあげるつもりだ 
 3. 持ってきてくれればいい 
 4. 持ってきてあげたほうがいい",3,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"まだ読んでいない本が10冊もあるから、しばらく本は( )と決めていたのに、面白そうな本を見つけて、つ い買ってしまった。
 1. 買うべきじゃなかった。 
 2. 買わないでいたんだ 
 3. 買っていないだろう 
 4. 買わずにおこう",4,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"昨日、天気がよかったので公園に出かけた。春の日ざしが暖かく、風が気持ちよくて、ベンチに座っていると、つい( )。
 1. 眠そうだった。 
 2. 眠ってしまいそうになった 
 3. 眠そうにしていた 
 4. 眠っていそうだった",2,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"私の職場では、節電のため、廊下の蛍光灯を一つ( )外している。
 1. に対し 
 2. ぶりに 
 3. につき 
 4. おきに",4,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"時間のある学生時代に、もっと本を読んだり、海外旅行に行ったりしておけばよかった。あのころに戻れる( )戻りたい。
 1. かわりに 
 2. とすると 
 3. ものなら 
 4. にしたって",3,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"転校する友人からの手紙に、「たとえ遠くて( )、私たちの友情は変わらない」と書いてあった。
 1. 離れても 
 2. 離れなくて 
 3. 離れるけれど 
 4. 離れなければ",1,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"祖母は、留学中の私のことが( )らしい。
 1. 心配どおり 
 2. 心配でならない 
 3. 心配すべき 
 4. 心配してもしかたない",2,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"発達する低気圧の影響で、明日の夕方から夜にかけて、激しい雨が( )。
 1. 降りがちだ 
 2. 降りつつある 
 3. 降ってばかりだ 
 4. 降るおそれがある",4,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"(おもちゃ屋で)
 店員:「お客様、何か( )、ご案内いたしますが。」
客:「あ、孫に頼まれたゲームソフトを探しているんです。」
 1. お探しでしたら 
 2. 探してくださいましたら 
 3. お探ししましたら 
 4. 探させていただきましたら",1,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
